CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
DLBAJ122,EL TRIUNFO,,322,EL CARRIZAL,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO EL CARRIZAL,SUBTERRÁNEO,POZO,23.807347,-110.108253
DLBAJ123,OASIS DE LA SIERRA EL PILAR 2,LAS POCITAS-SAN HILARIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,CUERPO DE AGUA DEL HUMEDAL,LÓTICO (HUMEDAL),ARROYO,24.46953,-111.00268
DLBAJ124,MANANTIAL CADUAÑO,SAN JOSÉ DEL CABO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,LÓTICO (HUMEDAL),CANAL,23.337,-109.77912
DLBAJ125,JUAN DOMINGUEZ COTA,,323,LOS PLANES,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LOS PLANES,SUBTERRÁNEO,POZO,23.97374,-109.95892
DLBAJ126,MANANTIAL SAN BARTOLO,SAN BARTOLO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,LÓTICO,ARROYO,23.73546,-109.84545
DLBAJ127,TIRO SANTA CRUZ,,323,LOS PLANES,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LOS PLANES,SUBTERRÁNEO,POZO,23.80554,-110.0611
DLBAJ128,EL ROSARIO II,,322,EL CARRIZAL,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO EL CARRIZAL,SUBTERRÁNEO,POZO,23.74221,-110.11185
DLBAJ129,"SP. A.P. 1, L. 9, COL. SIN.",,306,SANTO DOMINGO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,ACUÍFERO SANTO DOMINGO,SUBTERRÁNEO,POZO,25.13549,-111.72009
DLBAJ130,L. 16-17 COL. LAGUNA,,306,SANTO DOMINGO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,ACUÍFERO SANTO DOMINGO,SUBTERRÁNEO,POZO,25.2401,-111.8038
DLBAJ131,"L. 20, EJ. STO. DOMINGO",,306,SANTO DOMINGO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,ACUÍFERO SANTO DOMINGO,SUBTERRÁNEO,POZO,25.5047,-111.92221
DLBAJ132,HUMEDAL LOS COMONDU 1,SANTO DOMINGO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,HUMEDAL LOS COMONDU 1,LÓTICO (HUMEDAL),ARROYO,26.06218,-111.80531
DLBAJ133,ESTERO EL COYOTE,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ESTERO,COSTERO (HUMEDAL),ESTERO,26.80955,-113.46249
DLBAJ134,ESTERO SAN JORGE LA POZA GRANDE,SANTO DOMINGO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,ESTERO,COSTERO,ESTERO,25.69695,-112.09347
DLBAJ135,HUMEDAL LOS COMONDU 2,SANTO DOMINGO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,HUMEDAL LOS COMONDU 2,LÓTICO (HUMEDAL),ARROYO,26.03686,-111.8325
DLBAJ136,EL SARGENTO,,323,LOS PLANES,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LOS PLANES,SUBTERRÁNEO,POZO,23.96966,-109.9646667
DLBAJ137,POZO 51 AP,,323,LOS PLANES,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LOS PLANES,SUBTERRÁNEO,POZO,23.95075,-109.946167
DLBAJ137M1,POZO 51 AP,,323,LOS PLANES,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LOS PLANES,SUBTERRÁNEO,POZO,23.966833,-109.939889
DLBAJ138,PARQUE NACIONAL BAHIA DE LORETO 1,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,25.7233,-111.23517
DLBAJ139,BAHIA DE LORETO 4,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,25.74527,-111.2583
DLBAJ140,"PLAYA JUNTO A PUERTO ESCONDIDO BCS SEG 24, 1 ISA8A",LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,25.80818,-111.30427
DLBAJ141,PARQUE NACIONAL BAHIA DE LORETO 2,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,25.8758,-111.33986
DLBAJ142,BAHIA CONCEPCION 4,BAHÍA CONCEPCIÓN,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,GOLFO DE CALIFORNIA,COSTERO,BAHIA,26.66315,-111.84848
DLBAJ142M1,BAHIA CONCEPCION 4,BAHÍA CONCEPCIÓN,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,GOLFO DE CALIFORNIA,COSTERO,BAHIA,26.66305,-111.84628
DLBAJ143,BAHIA DE LORETO,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,25.8363,-111.33105
DLBAJ144,BAHIA LORETO 2,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO (HUMEDAL),BAHIA,26.00486,-111.33488
DLBAJ145,BAHIA LORETO 1,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,26.02468,-111.34405
DLBAJ146,PARQUE NACIONAL BAHIA DE LORETO 3,LORETO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,26.061,-111.326
DLBAJ147,BAHIA CONCEPCION 5,BAHÍA CONCEPCIÓN,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,26.56365,-111.77255
DLBAJ148,"RANCHO AGUA DULCE, GVO. GLEZ.",,329,SAN JUAN B. LONDO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,ACUÍFERO SAN JUAN B. LONDO,SUBTERRÁNEO,POZO,26.2279,-111.4857
DLBAJ149,POZO NO. 14,,329,SAN JUAN B. LONDO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,ACUÍFERO SAN JUAN B. LONDO,SUBTERRÁNEO,POZO,26.24466,-111.50755
DLBAJ150,POZO 2A,,329,SAN JUAN B. LONDO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LORETO,ACUÍFERO SAN JUAN B. LONDO,SUBTERRÁNEO,POZO,26.30176,-111.54894
DLBAJ151,BAHIA CONCEPCION 3,BAHÍA CONCEPCIÓN,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,BAHIA CONCEPCION,COSTERO,BAHIA,26.62937,-111.8147
DLBAJ152,BAHIA CONCEPCION 1,BAHÍA CONCEPCIÓN,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,BAHIA CONCEPCION,COSTERO,BAHIA,26.70713,-111.88428
DLBAJ153,BAHIA CONCEPCION 2,MULEGÉ,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,BAHIA CONCEPCION,COSTERO,BAHIA,26.88707,-111.93964
DLBAJ154,RIO MULEGE (DESEMBOCADURA),MULEGÉ,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,TRANSICION RIO - MAR,COSTERO,BAHIA,26.9002,-111.9534
DLBAJ155,RIO MULEGE 2,MULEGÉ,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,26.88692,-111.98679
DLBAJ156,RIO MULEGE 1,MULEGÉ,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,26.88867,-111.98267
DLBAJ157,MULEGE 1,,332,MULEGE,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO MULEGE,SUBTERRÁNEO,POZO,26.88679,-112.00146
DLBAJ158,MULEGE 3,,332,MULEGE,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO MULEGE,SUBTERRÁNEO,POZO,26.85661,-112.05319
DLBAJ159,"PLAYA SANTA ROSALIA SEG23, 2 ISA8A",SANTA AGUEDA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,27.33785,-112.26147
DLBAJ160,"PLAYA SANTA ROSALIA SEG23, 1 ISA8A",SANTA ROSALÍA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,27.35023,-112.26933
DLBAJ161,CNA-SI-03 (EJ. ALFREDO V. BONFIL),,303,SAN IGNACIO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO SAN IGNACIO,SUBTERRÁNEO,POZO,27.3359,-112.762754
DLBAJ162,CNA - SI - 13 (EJ. SAN IGNACIO),,303,SAN IGNACIO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO SAN IGNACIO,SUBTERRÁNEO,POZO,27.2818,-112.8954
DLBAJ163,LAGUNA SAN IGNACIO 4,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.98749,-113.1661
DLBAJ164,LAGUNA SAN IGNACIO 5,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.96917,-113.17406
DLBAJ165,LAGUNA SAN IGNACIO 3,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.94383,-113.14605
DLBAJ166,LAGUNA SAN IGNACIO 1,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.9028,-113.14135
DLBAJ167,LAGUNA SAN IGNACIO 8,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.87106,-113.171357
DLBAJ168,LAGUNA SAN IGNACIO 7,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.786,-113.15
DLBAJ169,"PLAYA SANTA ROSALIA, EL BOLEO",SANTA ROSALÍA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,27.37706,-112.2933
DLBAJ170,LAGUNA SAN IGNACIO,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,TRANSICION LAGUNA - MAR,COSTERO (HUMEDAL),LAGUNA,26.7362,-113.2707
DLBAJ171,LAGUNA SAN IGNACIO 2,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,26.81313,-113.26459
DLBAJ172,"LA BOCANA SEG18, 2 ISA10B",PUNTA EUGENIA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ESTERO,COSTERO,ESTERO,26.7894,-113.70728
DLBAJ173,"LA BOCANA SEG18, 1 ISA10B",PUNTA EUGENIA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ESTERO,COSTERO (HUMEDAL),ESTERO,26.76086,-113.65367
DLBAJ174,SAN JUANICO,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,OCEANO PACIFICO,COSTERO,LAGUNA,26.25615,-112.47136
DLBAJ175,LAGUNA OJO DE LIEBRE 1,SAN LUIS,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.75162,-114.19292
DLBAJ176,LAGUNA OJO DE LIEBRE 5,VIZCAÍNO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.76011,-114.283
DLBAJ177,LAGUNA OJO DE LIEBRE 3,VIZCAÍNO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.6475,-114.10713
DLBAJ178,LAGUNA OJO DE LIEBRE 6,VIZCAÍNO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.681672,-114.141409
DLBAJ179,LAGUNA OJO DE LIEBRE 7,SAN LUIS,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.8463,-114.2036
DLBAJ180,LAGUNA OJO DE LIEBRE 2 SEG16 ISA10B (DESEMBOCADURA),VIZCAÍNO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,TRANSICION LAGUNA - MAR,COSTERO (HUMEDAL),LAGUNA,27.86918,-114.27864
DLBAJ181,LAGUNA OJO DE LIEBRE 4,EL ARCO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,27.74018,-113.97281
DLBAJ182,BENITO JUAREZ 2,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.9193,-113.7937
DLBAJ183,LAGUNEROS 2,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.82175,-113.67867
DLBAJ184,DIAZ ORDAZ 2. 2A. ETAPA,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.7335,-113.4545
DLBAJ185,POZO Z.A #13 G. DIAZ ORDAZ (ANTES RANCHO EL PILOTO 2),,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.62943,-113.44772
DLBAJ186,E. ZAPATA 1,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.5469,-113.3826
DLBAJ187,CARACOL 2,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.5281,-113.34142
DLBAJ188,EL SILENCIO 2 (CNA-VIZ-51),,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.4703,-113.2982
DLBAJ189,GMO. PRIETO 1,,302,VIZCAINO,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ACUÍFERO VIZCAINO,SUBTERRÁNEO,POZO,27.8332,-113.2666
DLBAJ190,HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1,LÓTICO (HUMEDAL),ARROYO,26.38214,-112.50886
DLBAJ191,LA RIBERA,SANTIAGO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LOS CABOS,ARROYO LAS CUEVAS,LÓTICO,ARROYO,23.61997,-109.60983
DLBAJ191M1,DESEMBOCADURA ARROYO LAS CUEVAS,SANTIAGO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LOS CABOS,ARROYO LAS CUEVAS,LÓTICO,ARROYO,23.61961,-109.60857
DLBAJ192,RIO SAN IGNACIO - REPRESO,SAN IGNACIO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,RIO SAN IGNACIO,LÓTICO,ARROYO,27.29764,-112.89735
DLBAJ193,RIO LA PURISIMA 1,MEZQUITAL SECO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,RIO LA PURISIMA,LÓTICO (HUMEDAL),ARROYO,26.2298,-112.00876
DLBAJ194,RIO LA PURISIMA 2,MEZQUITAL SECO,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,RIO LA PURISIMA,LÓTICO (HUMEDAL),ARROYO,26.15856,-112.12748
DLBAJ195,BAHIA MAGDALENA (PUERTO ADOLFO LOPEZ MATEOS),LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA MAGDALENA,COSTERO,BAHIA,25.1991,-112.12343
DLBAJ196,BAHIA MAGDALENA (PUERTO SAN CARLOS),LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA MAGDALENA,COSTERO,BAHIA,24.78773,-112.12122
DLBAJ197,BAHIA MAGDALENA 1,LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA MAGDALENA,COSTERO,BAHIA,24.6799,-112.0109
DLBAJ198,ISLA MARGARITA,LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA LAS ALMEJAS,COSTERO,BAHIA,24.4793,-111.8176
DLBAJ199,PUERTO MAGDALENA,LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA MAGDALENA,COSTERO,BAHIA,24.63284,-112.13747
DLBAJ200,"PUERTO CANCUN BCS SEG20, 1 ISA10B",LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA LAS ALMEJAS,COSTERO,BAHIA,24.54675,-111.74285
DLBAJ201,FINAL DE ESTERO LA BOCANA,PUNTA EUGENIA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,MULEGÉ,ESTERO LA BOCANA,COSTERO (HUMEDAL),ESTERO,26.73946,-113.63021
DLBAJ202,HIELERA,,317,CABO SAN LUCAS,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LOS CABOS,ACUÍFERO CABO SAN LUCAS,SUBTERRÁNEO,POZO,22.902244,-109.897306
DLBAJ203,"PUERTO CHALE SEG 20, 3 ISA10B",SANTA RITA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,BAHÍA LAS ALMEJAS,COSTERO,BAHIA,24.40499,-111.55928
DLBAJ204,MANANTIAL SAN PEDRITO,PESCADEROS,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,PESCADERO,LÓTICO,ARROYO,23.39026,-110.2118333
DLBAJ205,BOCANA LOPEZ MATEOS,LA PURÍSIMA,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,COMONDÚ,BAHIA MAGDALENA,COSTERO,BAHIA,25.26685,-112.11671
DLBAJ54,POZO NO.VII R(ANTES A.P. VII),,324,LA PAZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LA PAZ,SUBTERRÁNEO,POZO,24.13871,-110.29474
DLBAJ55,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 2,LA PAZ,,,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,24.16496,-110.31682
DLBAJ5532,"POZO 57, RANCHO SAN JUAN",,322,EL CARRIZAL,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO EL CARRIZAL,SUBTERRÁNEO,POZO,23.81083333,-110.29445
DLBAJ5533,POZO AP EL CARRIZAL,,322,EL CARRIZAL,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO EL CARRIZAL,SUBTERRÁNEO,POZO,23.76353,-110.28517
DLBAJ5534,POZO AP EL CENTENARIO,,324,LA PAZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LA PAZ,SUBTERRÁNEO,POZO,24.07625,-110.4227778
DLBAJ5535,POZO AP LA ARDILLA 1 ,,324,LA PAZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO ALFREDO V. BONFIL,SUBTERRÁNEO,POZO,24.126101,-110.470794
DLBAJ5536,POZO AP LA ARDILLA 2,,324,LA PAZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO ALFREDO V. BONFIL,SUBTERRÁNEO,POZO,24.113759,-110.472524
DLBAJ5537,POZO ZONA NAVAL,,324,LA PAZ,PENÍNSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,ACUÍFERO LA PAZ,SUBTERRÁNEO,POZO,24.093223,-110.36559
