CLAVE SITIO,NOMBRE DEL SITIO,CUENCA,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,DIRECCIÓN LOCAL,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD
OCPYU4950W1,ANILLO DE CENOTES DE YUCATAN 1,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHAPAB,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.53879,-89.48962
OCPYU4951,POZO 1 DEL SISTEMA DE AGUA POTABLE DE TICUL,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TICUL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.39698,-89.55652
OCPYU4952W1,CENOTE YAXBACALTUN,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HOMÚN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.72703,-89.268131
OCPYU4953W1,ANILLO DE CENOTES DE YUCATAN 5,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,KOPOMÁ,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.68943,-89.87605
OCPYU4954,POZO 5 DE LA PLANTA MERIDA II DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UMÁN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.87006,-89.69752
OCPYU4955,POZO 1 DE LA PLANTA MERIDA III DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXPÉHUAL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.96876,-89.53176
OCPYU4956,POZO 1 DE LA PLANTA MERIDA II DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UMÁN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.88382,-89.69258
OCPYU4959,"JUAN PABLO II (COMPAÑIA EMBOTELLADORA DEL SURESTE, S.A. DE C.V. AGUAS ABAJO)",,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.95261,-89.6786
OCPYU4960,ITZINCAB,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UMÁN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.91598,-89.69471
OCPYU4961,OBSERVATORIO CNA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.94637,-89.65182
OCPYU4962,POZO 10 CENTRO DEPORTIVO DEL SUR (COMPAÑIA EMBOTELLADORA DEL SURESTE S.A. DE C.V. AGUAS ARRIBA),,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.89973,-89.65668
OCPYU4963,POZO 2 DE LA PLANTA MERIDA I DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.84451,-89.60053
OCPYU4964,POZO 20 DE LA PLANTA MERIDA I DE LA JAPAY,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.82198,-89.59899
OCPYU4965M1,POZO 21 DE LA PLANTA MERIDA IV,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.9687,-89.8044
OCPYU4966,POZO 1 DEL SISTEMA DE AGUA POTABLE HUNUCMA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HUNUCMÁ,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.01301,-89.8667
OCPYU4967,SISAL,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,HUNUCMÁ,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,21.16805,-90.03312
OCPYU4968,RESERVA DE LA BIOSFERA RIA CELESTUN 3,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,RIA CELESTUN,COSTERO (HUMEDAL),ESTERO,20.9332,-90.34974
OCPYU4969,RESERVA DE LA BIOSFERA RIA CELESTUN 1,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,RIA CELESTUN,COSTERO (HUMEDAL),ESTERO,20.91112,-90.35282
OCPYU4970,RESERVA DE LA BIOSFERA,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,RIA CELESTUN,COSTERO (HUMEDAL),ESTERO,20.888298,-90.354485
OCPYU4971,RESERVA DE LA BIOSFERA RIA CELESTUN 2,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,RIA CELESTUN,COSTERO (HUMEDAL),ESTERO,20.84683,-90.3815
OCPYU4972,RESERVA DE LA BIOSFERA CELESTUN,YUCATÁN (RESTO DE RH 32),,,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,RIA CELESTUN,COSTERO (HUMEDAL),ESTERO,20.8579,-90.38184
OCPYU4973,POZO 1 DEL SISTEMA DE AGUA POTABLE DE CELESTUN,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CELESTÚN,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,CENOTE,20.85034,-90.23556
OCPYU5381,POZO 2 DEL  SISTEMA DE AGUA POTABLE DE PETO,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MÉRIDA,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,20.12536,-88.92191
OCPYU5382,BACA,,3105,PENÍNSULA DE YUCATÁN,PENÍNSULA DE YUCATÁN,,YUCATÁN,YAXKUKUL,ACUÍFERO PENÍNSULA DE YUCATÁN,SUBTERRÁNEO,POZO,21.065171,-89.399375
OCPYU5633,POZO 2 DZITAS,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,DZITAS,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.84,-88.52539
OCPYU6384,POZO 2 OPICHEN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,OPICHEN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.54778,-89.86
OCPYU6385,POZO 1 SAN MATEO OXKUTZCAB,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,OXKUZTCAB,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.31575,-89.43381
OCPYU6386,POZO 1 TZUCACAB,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TZUCACAB,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.06769,-89.05186
OCPYU6387,POZO 2 TUNKAS,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TUNKAS,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.90794,-88.74911
OCPYU6388,POZO 1 TAHDZIU,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TAHDZIU,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.20322,-88.94375
OCPYU6389,POZO 1 TAHDZIBICHEN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,YAXCABA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.45031,-88.83189
OCPYU6390,POZO MOTUL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MOTUL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.093629,-89.289489
OCPYU6391,POZO 3 DEL SISTEMA DE AGUA POTABLE DE UMAN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UMAN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.87508,-89.75842
OCPYU6392,CUZAMA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CUZAMA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.741298,-89.317067
OCPYU6393,TIXKOKOB,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXKOKOB,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.009329,-89.397639
OCPYU6394,ACANCEH,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,ACANCEH,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.81277778,-89.45361111
OCPYU6395,AKIL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,AKIL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.26555556,-89.34777778
OCPYU6396,CACALCHEN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CACALCHEN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.98222222,-89.22777778
OCPYU6397,CANSAHCAB,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CANSAHCAB,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.15685,-89.08996
OCPYU6398,CAUCEL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MERIDA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.01472222,-89.70694444
OCPYU6399,CHEMAX,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHEMAX,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.655,-87.93722222
OCPYU6400,CHICXULUB PUEBLO,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHICXULUB PUEBLO,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.13638889,-89.51666667
OCPYU6401,CHOCHOLA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CHOCHOLA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.75083333,-89.82972222
OCPYU6402,CHOLUL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MERIDA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.04305556,-89.55638889
OCPYU6403,CUZAMA.,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,CUZAMA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.74294,-89.32693
OCPYU6404,DZAN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,DZAN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.38694444,-89.4675
OCPYU6405,HALACHO,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HALACHO,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.47638889,-90.08194444
OCPYU6406,HOCABA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HOCABA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.81592,-89.24109
OCPYU6407,HOCTUN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HOCTUN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.86444444,-89.20194444
OCPYU6408,HOMUN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HOMUN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.73932,-89.29517
OCPYU6409,HUHI,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,HUHI,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.72727,-89.16324
OCPYU6410,KANASIN,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,KANASIN,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.93444444,-89.55777778
OCPYU6411,KINCHIL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,KINCHIL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.91611111,-89.94694444
OCPYU6412,MANI,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MANI,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.38638889,-89.39027778
OCPYU6413,MAXCANU,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MAXCANU,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.58305556,-90.00083333
OCPYU6414,MUNA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,MUNA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.48472222,-89.71305556
OCPYU6415,POZO IZAMAL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,IZAMAL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.93906,-89.01286
OCPYU6416,POPOLA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,VALLADOLID,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.73194444,-88.23611111
OCPYU6417,TEABO,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEABO,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.39972222,-89.28444444
OCPYU6418,TECOH,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TECOH,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.74194444,-89.47444444
OCPYU6419,TEKANTO,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEKANTO,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.01055556,-89.10555556
OCPYU6420,TEKAX DE ALVARO OBREGON,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEKAX,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.20194444,-89.28805556
OCPYU6421,TEKIT,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEKIT,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.53222222,-89.33138889
OCPYU6422,TELCHAC PUEBLO,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TELCHAC PUEBLO,ACUÍFERO TELCHAC PUEBLO,SUBTERRÁNEO,POZO,21.18967,-89.27398
OCPYU6423,TEMAX,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEMAX,ACUÍFERO TEMAX,SUBTERRÁNEO,POZO,21.14076,-88.93873
OCPYU6424,TEMOZON,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TEMOZON,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.80416667,-88.20277778
OCPYU6425,TETIZ,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TETIZ,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.96222222,-89.93388889
OCPYU6426,TIMUCUY,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIMUCUY,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.81055556,-89.51333333
OCPYU6427,TIXCACALCUPUL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXCACALCUPUL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,BOMBEO CENOTE,20.53666667,-88.27027778
OCPYU6428,TIXKOKOB.,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXKOKOB,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,21.00222222,-89.39361111
OCPYU6429,TIXPHEUAL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TIXPEHUAL,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.97777778,-89.44166667
OCPYU6430,UAYMA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,UAYMA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.71694444,-88.31666667
OCPYU6431,POZO 2 PISTE,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,TINUM,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.70436,-88.58953
OCPYU6432,XOCCHEL,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,XOCCHEL,ACUÍFERO XOCCHEL,SUBTERRÁNEO,POZO,20.83792,-89.18251
OCPYU6433,YAXCABA,,3105,PENINSULA DE YUCATAN,PENÍNSULA DE YUCATÁN,,YUCATÁN,YAXCABA,ACUÍFERO PENINSULA DE YUCATAN,SUBTERRÁNEO,POZO,20.54805556,-88.82722222
OCRBR4974M1,RIO AGUALEGUAS AGUAS ABAJO DE LA LAGUNA DE OXIDACION,RÍO ÁLAMO,,,RÍO BRAVO,,NUEVO LEÓN,AGUALEGUAS,RIO AGUALEGUAS,LÓTICO,RÍO,26.2983,-99.51955
OCRBR4974M2,RIO PESQUERIA EN AVENIDA PARQUE INDUSTRIAL,RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,GENERAL ESCOBEDO,RIO PESQUERIA,LÓTICO,RÍO,25.811927,-100.344949
OCRBR4975M1,RIO ALAMO (AGUAS ABAJO DE LA CABECERA MUNICIPAL),RÍO ÁLAMO,,,RÍO BRAVO,,NUEVO LEÓN,PARÁS,RIO ALAMO,LÓTICO,RÍO,26.4938,-99.49396
OCRBR4975M2,RIO PESQUERIA AGUAS ABAJO PUENTE ALCALI,RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,GARCÍA,RIO PESQUERIA,LÓTICO,RÍO,25.7846,-100.53198
OCRBR4976M1,RIO ALAMO (AGUAS ABAJO DEL EJIDO 5 DE MAYO),RÍO ÁLAMO,,,RÍO BRAVO,,NUEVO LEÓN,PARÁS,RIO ALAMO,LÓTICO,RÍO,26.48454,-99.71896
OCRBR4976M2,RIO ALAMO POBLADO PALO ALTO,RÍO ÁLAMO,,,RÍO BRAVO,,NUEVO LEÓN,PARÁS,RIO ALAMO,LÓTICO,RÍO,26.49475,-99.75414
OCRBR4977M1,PUENTE CARRETERA A COLOMBIA AGUAS ARRIBA,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,VILLALDAMA,RÍO SABINAS,LÓTICO,RÍO,26.5059,-100.43459
OCRBR4978M1,CHARCO DEL LOBO,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,SABINAS HIDALGO,RIO SABINAS,LÓTICO,RÍO,26.49355,-100.21079
OCRBR4979M1,TOMA SANTA FE,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,VILLALDAMA,RÍO SABINAS,LÓTICO,RÍO,26.49718,-100.41916
OCRBR4980M1,PUENTE VADO PASO LAS LAJAS,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,ANÁHUAC,RIO SALADO,LÓTICO,RÍO,27.33684,-100.39124
OCRBR4981M1,RIO CANDELA FRENTE A EJIDO HORCONES,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,LAMPAZOS DE NARANJO,RIO CANDELA,LÓTICO,RÍO,27.1715,-100.41341
OCRBR4982M1,CAÑON RIO BUSTAMANTE,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,BUSTAMANTE,RIO BUSTAMANTE,LÓTICO,RÍO,26.54214,-100.5377
OCRBR4983M1,RIO CANDELA (PASO DE LAGUNA EN CARROZA AGUAS ARRIBA LAMPAZOS),RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,LAMPAZOS DE NARANJO,RIO CANDELA,LÓTICO,RÍO,27.02373,-100.5369
OCRBR4984M1,RIO CANDELA (AGUAS ABAJO DE LAGUNAS DE OXIDACION DE LAMPAZOS),RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,LAMPAZOS DE NARANJO,RIO CANDELA,LÓTICO,RÍO,27.04247,-100.53735
OCRBR4985M1,OBRA DE TOMA LAGUNA SALINILLAS,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,ANÁHUAC,LAGUNA SALINILLAS,LÉNTICO,PRESA,27.43208,-100.3723
OCRBR4986M1,RIO SALADO AGUAS ARRIBA DE LA PTAR ANAHUAC,RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,ANÁHUAC,RIO SALADO,LÓTICO,RÍO,27.23572,-100.14017
OCRBR4987M1,RIO SALADO (AGUAS DEBAJO DE PTAR ANAHUAC),RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,ANÁHUAC,RIO SALADO,LÓTICO,RÍO,27.16863,-100.02195
OCRBR4988M1,RIO SALADO (PASO DE LAS MUJERES),RÍO SALADO,,,RÍO BRAVO,,NUEVO LEÓN,ANÁHUAC,RIO SALADO,LÓTICO,RÍO,26.88765,-99.86941
OCRBR4989M1,"ACUIFERO MINA NL POZO No, 10 SADM",,1908,CAMPO MINA,RÍO BRAVO,,NUEVO LEÓN,MINA,ACUÍFERO CAMPO MINA,SUBTERRÁNEO,POZO,26.01722,-100.53748
OCRBR4990M1,S. BOMBEO MINA POZO No. 17 SADM,,1908,CAMPO MINA,RÍO BRAVO,,NUEVO LEÓN,MINA,ACUÍFERO CAMPO MINA,SUBTERRÁNEO,POZO,26.02114,-100.54399
OCRBR4990M2,POZO 3 (JOSÉ CANDELARIA),,1914,CITRICOLA SUR,RÍO BRAVO,,NUEVO LEÓN,MONTEMORELOS,ACUÍFERO CITRICOLA SUR,SUBTERRÁNEO,POZO,24.99159,-99.74249
OCRBR4991M1,RIO SALINAS AGUAS ARRIBA PTAR MINA,RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,MINA,RIO SALINAS,LÓTICO,RÍO,25.98879,-100.51964
OCRBR4992M1,RIO SALINAS AGUAS ABAJO PTAR MINA,RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,MINA,RIO SALINAS,LÓTICO,RÍO,25.98908,-100.51886
OCRBR4993M1,RIO SALINAS (AGUAS ARRIBA LAGUNA OX. HIDALGO),RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,HIDALGO,RIO SALINAS,LÓTICO,RÍO,25.97253,-100.43202
OCRBR4994M1,RIO SALINAS (AGUAS ARRIBA PTAR ABASOLO),RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,ABASOLO,RIO SALINAS,LÓTICO,RÍO,25.94284,-100.40315
OCRBR4995M1,RIO SALINAS (AGUAS ARRIBA PTAR EL CARMEN),RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,EL CARMEN,RIO SALINAS,LÓTICO,RÍO,25.9294,-100.35395
OCRBR4996M1,RIO SALINAS (AGUAS ABAJO LAGUNAS DEL CARMEN),RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,EL CARMEN,RIO SALINAS,LÓTICO,RÍO,25.94044,-100.3199
OCRBR4997M1,RIO SALINAS (AGUAS ABAJO PTAR SALINAS VICTORIA),RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,SALINAS VICTORIA,RIO SALINAS,LÓTICO,RÍO,25.96954,-100.26706
OCRBR4998M1,LEGO (PARQUE INDUSTRIAL CERCANO AL AEROPUERTO INTERNACIONAL DEL NORTE),,1924,EL CARMEN-SALINAS-VICTORIA,RÍO BRAVO,,NUEVO LEÓN,GENERAL ZUAZUA,ACUÍFERO EL CARMEN-SALINAS-VICTORIA,SUBTERRÁNEO,POZO,25.89429,-100.24669
OCRBR4999M1,POZO HERMOSILLO,,1924,EL CARMEN-SALINAS-VICTORIA,RÍO BRAVO,,NUEVO LEÓN,CIÉNEGA DE FLORES,ACUÍFERO EL CARMEN-SALINAS-VICTORIA,SUBTERRÁNEO,POZO,25.91146,-100.20017
OCRBR4999M2,POZO HERMOSILLO,,1924,EL CARMEN-SALINAS-VICTORIA,RÍO BRAVO,,NUEVO LEÓN,CIÉNEGA DE FLORES,ACUÍFERO EL CARMEN-SALINAS-VICTORIA,SUBTERRÁNEO,POZO,25.91801,-100.2208
OCRBR4999M3,HACIENDA DOLORES TD 01 (POZO COMUNITARIO),,1912,CITRICOLA NORTE,RÍO BRAVO,,NUEVO LEÓN,CADEREYTA JIMÉNEZ,ACUÍFERO CITRICOLA NORTE,SUBTERRÁNEO,POZO,25.53044,-99.78684
OCRBR5000M1,CIENEGA DE FLORES,RÍO PESQUERÍA,,,RÍO BRAVO,,NUEVO LEÓN,CIÉNEGA DE FLORES,RIO SALINAS,LÓTICO,RÍO,25.95033,-100.17044
OCRBR5001M1,POZO DE AGUA Y DRENAJE No. 9 CERRITOS,,1919,CAMPO CERRITOS,RÍO BRAVO,,NUEVO LEÓN,SALINAS VICTORIA,ACUÍFERO CAMPO CERRITOS,SUBTERRÁNEO,POZO,26.05851,-100.12972
